auxiliary_type,source_code,auxiliary_value,target_code,pair_n,train_pair_n,validation_pair_n,forward_share,reverse_share,train_forward_share,validation_forward_share,train_reverse_share,validation_reverse_share,pooled_reciprocal,pooled_majority,split_sample,split_reciprocal,split_majority,passes,screen_result
p4a_key,1250,9314,2531,4,3,1,0.3434004474272931,0.5693916349809885,0.2990074441687345,0.75,0.6875871687587168,0.3164179104477612,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,not_strict_majority_pooled
p4a_key,1250,9700,2531,1,,1,1,1,,1,,1,TRUE,TRUE,FALSE,,,FALSE,fewer_than_5_pairs_in_train_or_validation
scian_key,1250,12,2532,5,3,2,0.13203631647211414,0.21500419111483654,0.152732368052312,0.10618436406067679,0.19866747425802544,0.25170068027210885,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,not_reciprocal_unique_mode
scian_key,1250,15,2531,8,6,2,0.42503604036520903,0.6394881170018282,0.6641643619122877,0.0539546290619252,0.6282051282051282,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,not_strict_majority_pooled
scian_key,1250,15,2711,1,,1,0.20927438731379144,0.49472515269294837,,0.5340282035561006,,0.5275310834813499,FALSE,FALSE,FALSE,,,FALSE,not_reciprocal_unique_mode
scian_key,1250,20,2531,23,13,10,0.2657517155333749,0.3975652897721361,0.23907298231347834,0.32294617563739375,0.42036836403033584,0.36656027498158605,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,not_strict_majority_pooled
scian_key,1250,20,2532,5,3,2,0.03313232134192833,0.25162256615077383,0.028359422646879448,0.04336456744388756,0.47048903878583476,0.1595744680851064,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,not_reciprocal_unique_mode
scian_key,1250,20,2711,1,,1,0.011228945726762321,0.19875,,0.035301808672913486,,0.34120171673819744,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,not_reciprocal_unique_mode
scian_key,1250,21,2531,1,,1,1,1,,1,,1,TRUE,TRUE,FALSE,,,FALSE,fewer_than_5_pairs_in_train_or_validation
p4a_key,6180,5613,9601,3,1,2,0.5772501771793055,1,0.4491951710261569,0.882494004796163,1,1,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,fewer_than_5_pairs_in_train_or_validation
p4a_key,6180,5613,1723,3,2,1,0.23068745570517363,1,0.27816901408450706,0.11750599520383694,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,not_reciprocal_unique_mode
p4a_key,6180,6132,9601,1,1,,0.3529925731760594,1,0.39920948616600793,,1,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,not_reciprocal_unique_mode
p4a_key,6180,6221,9601,1,1,,1,1,1,,1,,TRUE,TRUE,FALSE,,,FALSE,fewer_than_5_pairs_in_train_or_validation
p4a_key,6180,6222,1723,1,,1,0.21604938271604937,1,,0.23809523809523808,,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,not_reciprocal_unique_mode
